Ranking;Country;Regional indicator;Happiness score;GDP per capita;Social support;Healthy life expectancy;Freedom to make life choices;Generosity;Perceptions of corruption
118;Iran;Middle East and North Africa;4,7212;5,88487;0,47556;66;0,38368;0,61061;0,7374
111;Iraq;Middle East and North Africa;4,8541;5,19779;0,54407;61;0,42152;0,28332;0,9252
15;Ireland;Western Europe;7,0853;9,39281;0,93137;72;0,84572;0,44033;0,32797
12;Israel;Middle East and North Africa;7,1571;7,8612;0,916;74;0,7109;0,38427;0,78279
28;Italy;Western Europe;6,4831;7,95726;0,80209;74;0,52885;0,24578;0,91415
85;Ivory Coast;Sub-Saharan Africa;5,306;3,82295;0,34881;50;0,61136;0,32742;0,83103
37;Jamaica;Latin America and Caribbean;6,3092;5,09031;0,79545;68;0,8631;0,18242;0,93593
56;Japan;East Asia;5,9405;7,93438;0,80975;75;0,70362;0,03611;0,6484
127;Jordan;Middle East and North Africa;4,3946;5,08214;0,58467;67;0,63484;0,14627;0,72628
45;Kazakhstan;Commonwealth of Independent States;6,1518;7,0231;0,94075;65;0,80011;0,2636;0,75943
121;Kenya;Sub-Saharan Africa;4,6066;3,44317;0,43331;61;0,67438;0,69304;0,86716
33;Kosovo;Central and Eastern Europe;6,372;5,35379;0,68871;64;0,82807;0,65755;0,97451
47;Kuwait;Middle East and North Africa;6,1061;8,34399;0,73065;67;0,82487;0,22176;0,76311
67;Kyrgyzstan;Commonwealth of Independent States;5,7436;3,79776;0,82789;64;0,9395;0,49109;0,96314
100;Laos;East Asia;5,03;4,61369;0,51001;59;0,89789;0,49571;0,67209
51;Latvia;Western Europe;6,032;7,3424;0,89346;67;0,56563;0,15203;0,83724
123;Lebanon;Middle East and North Africa;4,5838;5,96729;0,74031;67;0,24384;0,25875;0,95192
145;Lesotho;Sub-Saharan Africa;3,5118;2,57512;0,6232;49;0,56631;0,18997;0,97205
120;Liberia;Sub-Saharan Africa;4,6252;1,30184;0,49489;56;0,60083;0,40784;0,89568
80;Libya;Middle East and North Africa;5,4103;5,96054;0,70026;62;0,66168;0,24287;0,6819
38;Lithuania;Western Europe;6,2554;7,70947;0,90851;68;0,66529;0,10301;0,86737
8;Luxembourg;Western Europe;7,3244;10;0,85558;73;0,89301;0,30684;0,3551
135;Madagascar;Sub-Saharan Africa;4,2085;1,51864;0,42883;59;0,28964;0,3411;0,84115
144;Malawi;Sub-Saharan Africa;3,6;0,64296;0,14298;58;0,67635;0,39358;0,75475
81;Malaysia;Southeast Asia;5,3843;7,1895;0,68016;67;0,87168;0,49831;0,88332
89;Maldives;East Asia;5,1976;6,36701;0,8659;71;0,80256;0,37622;0,86623
117;Mali;Sub-Saharan Africa;4,7235;2,21162;0,50325;52;0,53624;0,30388;0,86888
23;Malta;Western Europe;6,602;8,05856;0,90005;72;0,92705;0,50717;0,66601
134;Mauritania;Middle East and North Africa;4,2274;3,80442;0,63873;57;0,30503;0,21905;0,7569
50;Mauritius;Sub-Saharan Africa;6,049;6,73044;0,84964;67;0,82459;0,28208;0,82469
36;Mexico;Latin America and Caribbean;6,3168;6,43272;0,70778;69;0,81706;0,17035;0,83641
65;Moldova;Central and Eastern Europe;5,7664;5,62459;0,75754;66;0,74839;0,25247;0,97536
70;Mongolia;East Asia;5,6772;5,51731;0,9082;63;0,55385;0,48652;0,90335
72;Montenegro;Central and Eastern Europe;5,5805;6,59448;0,76034;69;0,55432;0,30606;0,85181
106;Morocco;Middle East and North Africa;4,918;4,52474;0,18719;66;0,66589;0,06321;0,83919
115;Mozambique;Sub-Saharan Africa;4,7945;1,04394;0,54046;55;0,84989;0,42057;0,70266
126;Myanmar;Southeast Asia;4,4258;3,80272;0,60797;59;0,83938;0,96061;0,67365
124;Namibia;Sub-Saharan Africa;4,5741;5,03915;0,6832;57;0,57369;0,16775;0,89195
87;Nepal;South Asia;5,2689;2,96276;0,59919;64;0,68106;0,53051;0,75292
5;Netherlands;Western Europe;7,464;8,5737;0,92056;72;0,9031;0,5587;0,29856
9;New Zealand;North America and ANZ;7,2766;7,9968;0,93314;73;0,92938;0,50911;0,18624
55;Nicaragua;Latin America and Caribbean;5,9721;3,96098;0,77138;68;0,77172;0,37092;0,67838
96;Niger;Sub-Saharan Africa;5,0741;0,92251;0,34312;54;0,72126;0,36953;0,71215
116;Nigeria;Sub-Saharan Africa;4,7593;3,78638;0,53327;50;0,60448;0,39237;0,92894
94;North Macedonia;Central and Eastern Europe;5,1012;6,10203;0,65815;65;0,62789;0,3925;0,96015
6;Norway;Western Europe;7,3925;8,81579;0,94524;73;0,98208;0,4599;0,21935
105;Pakistan;South Asia;4,934;3,63774;0,36125;59;0,58436;0,46489;0,82229
125;Palestinian Territories;Middle East and North Africa;4,5167;3,69013;0,69828;62;0,46105;0,15142;0,86234
41;Panama;Latin America and Caribbean;6,1796;7,413;0,83269;70;0,83302;0,14688;0,90243
71;Paraguay;Latin America and Caribbean;5,6526;5,61302;0,82782;66;0,84076;0,38118;0,93275
63;Peru;Latin America and Caribbean;5,8396;5,63345;0,71048;68;0,74818;0,16156;0,94377
61;Philippines;Southeast Asia;5,8802;4,86958;0,70594;62;0,9097;0,23058;0,76956
44;Poland;Central and Eastern Europe;6,1661;7,47651;0,83732;70;0,77988;0,14859;0,76207
58;Portugal;Western Europe;5,929;7,55476;0,80111;73;0,86673;0,05274;0,93933
46;Romania;Central and Eastern Europe;6,14;7,28045;0,70976;67;0,7874;0,08279;0,99875
76;Russia;Commonwealth of Independent States;5,4772;7,0909;0,84612;65;0,57157;0,21297;0,88952
147;Rwanda;Sub-Saharan Africa;3,4147;2,07692;0,17247;61;0,8753;0,42024;0,09895
26;Saudi Arabia;Middle East and North Africa;6,494;8,19593;0,82245;67;0,84216;0,16719;0,70219
92;Senegal;Sub-Saharan Africa;5,1318;2,95906;0,47591;60;0,53276;0,29185;0,83836
48;Serbia;Central and Eastern Europe;6,0779;6,28846;0,78804;69;0,67271;0,34994;0,87865
138;Sierra Leone;Sub-Saharan Africa;3,8494;1,59352;0,3217;52;0,57009;0,44853;0,9149
32;Singapore;Southeast Asia;6,3765;9,6836;0,86924;77;0,92703;0,32509;0
34;Slovakia;Central and Eastern Europe;6,3309;7,45049;0,90955;69;0,65371;0,19812;0,96723
29;Slovenia;Central and Eastern Europe;6,4607;7,77061;0,93279;71;0,96345;0,22595;0,84504
103;South Africa;Sub-Saharan Africa;4,9564;5,52209;0,76313;57;0,62482;0,26655;0,90697
62;South Korea;East Asia;5,8455;8,01277;0,64663;74;0,49333;0,24698;0,75243
27;Spain;Western Europe;6,4907;7,8534;0,9013;75;0,64519;0,2495;0,77365
129;Sri Lanka;South Asia;4,325;5,65743;0,69937;67;0,78129;0,44231;0,91105
130;Swaziland;Sub-Saharan Africa;4,3081;4,84883;0,59133;51;0,45051;0,12449;0,73048
7;Sweden;Western Europe;7,3627;8,44436;0,90558;73;0,95662;0,45121;0,18137
3;Switzerland;Western Europe;7,5715;8,94398;0,92083;74;0,91274;0,37698;0,24463
24;Taiwan Province of China;East Asia;6,5844;8,45234;0,8373;70;0,68427;0,26233;0,74572
78;Tajikistan;Commonwealth of Independent States;5,4662;2,90437;0,76318;64;0,76524;0,28008;0,54898
142;Tanzania;Sub-Saharan Africa;3,6232;2,47494;0,46023;58;0,76717;0,56804;0,57737
54;Thailand;Southeast Asia;5,9847;6,3245;0,81664;67;0,85368;0,69367;0,94871
136;Togo;Sub-Saharan Africa;4,1068;1,45093;0,2043;55;0,40389;0,38529;0,80512
122;Tunisia;Middle East and North Africa;4,5965;5,24916;0,43891;67;0,46594;0,10556;0,91908
104;Turkey;Middle East and North Africa;4,9476;7,19412;0,69028;67;0,32981;0,17921;0,80903
97;Turkmenistan;Commonwealth of Independent States;5,0664;5,97458;0,99988;62;0,84118;0,67612;0,94017
119;Uganda;Sub-Saharan Africa;4,6365;2,07955;0,61212;56;0,55589;0,49394;0,90151
110;Ukraine;Commonwealth of Independent States;4,8748;5,58894;0,81739;65;0,58244;0,334;0,98189
25;United Arab Emirates;Middle East and North Africa;6,5605;8,87917;0,73373;67;0,93587;0,43648;0,59155
17;United Kingdom;Western Europe;7,0636;8,12537;0,90592;73;0,81058;0,62862;0,44029
19;United States;North America and ANZ;6,9515;8,75594;0,87876;68;0,77367;0,46594;0,71859
31;Uruguay;Latin America and Caribbean;6,4314;6,6456;0,88861;69;0,87359;0,23615;0,59205
42;Uzbekistan;Commonwealth of Independent States;6,1788;4,39232;0,8761;65;1;0,72177;0,50518
107;Venezuela;Latin America and Caribbean;4,8922;4,86463;0,76552;67;0,39707;0,1439;0,86857
79;Vietnam;Southeast Asia;5,4108;4,66518;0,74449;68;0,9481;0,22965;0,8333
141;Yemen;Middle East and North Africa;3,6579;1,882;0,70904;57;0,3746;0,17047;0,83781
137;Zambia;Sub-Saharan Africa;4,0734;3,01348;0,47069;56;0,68009;0,42024;0,86481
148;Zimbabwe;Sub-Saharan Africa;3,1448;2,60868;0,55324;56;0,50129;0,29023;0,86197
