Ranking;Country;Regional indicator;Happiness score;GDP per capita;Social support;Healthy life expectancy;Freedom to make life choices;Generosity;Perceptions of corruption
24;Argentina;Latin America and Caribbean;6,599;6,33588;0,89437;67;0,75127;0,13061;0,12866
51;Japan;East Asia;5,92;7,57399;0,89182;74;0,76814;0,14387;0,3527
105;Bulgaria;Central and Eastern Europe;4,714;6,20847;0,8906;68;0,4394;0,13504;0,0238
23;Czech Republic;Central and Eastern Europe;6,609;7,23063;0,89029;69;0,74584;0,10513;0,07941
82;Venezuela;Latin America and Caribbean;5,25;6,03192;0,88871;65;0,23395;0,07758;0,1389
22;Brazil;Latin America and Caribbean;6,635;5,91925;0,88869;65;0,66457;0,19372;0,23927
6;Netherlands;Western Europe;7,377;8,03919;0,88722;71;0,88931;0,56139;0,60878
32;Thailand;Southeast Asia;6,424;6,02892;0,88527;66;0,88143;0,68266;0,06809
14;United States;North America and ANZ;6,993;8,26538;0,88162;70;0,76831;0,46843;0,29213
12;Costa Rica;Latin America and Caribbean;7,079;5,93183;0,87944;69;0,88133;0,25608;0,2156
28;Uruguay;Latin America and Caribbean;6,454;6,50835;0,87685;68;0,8802;0,20893;0,3835
54;Latvia;Western Europe;5,85;6,73921;0,87218;66;0,49481;0,18265;0,15904
86;Dominican Republic;Latin America and Caribbean;5,23;5,76969;0,87076;64;0,83948;0,22309;0,24541
36;Colombia;Latin America and Caribbean;6,357;5,72291;0,87061;64;0,72539;0,17781;0,10051
132;Ukraine;Commonwealth of Independent States;4,096;4,78228;0,86586;64;0,18682;0,32224;0,0496
98;Kyrgyzstan;Commonwealth of Independent States;5,004;3,18704;0,86568;63;0,69114;0,51139;0,08494
31;France;Western Europe;6,442;7,64887;0,86167;72;0,71435;0,15483;0,37153
101;South Africa;Sub-Saharan Africa;4,829;5,63779;0,85981;53;0,72806;0,16629;0,15617
33;Taiwan Province of China;East Asia;6,422;7,66331;0,85967;70;0,54913;0,30828;0,13747
60;Kazakhstan;Commonwealth of Independent States;5,819;6,86647;0,85955;65;0,66457;0,24099;0,2569
38;Trinidad and Tobago;Latin America and Caribbean;6,168;7,277;0,85698;62;0,78789;0,38815;0,01931
11;Israel;Middle East and North Africa;7,213;7,35198;0,85453;72;0,61677;0,39386;0,18359
30;Panama;Latin America and Caribbean;6,452;6,59488;0,85261;68;0,83559;0,25124;0,15288
76;Jamaica;Latin America and Caribbean;5,311;4,9476;0,84952;66;0,72056;0,27899;0,11903
89;Portugal;Western Europe;5,195;7,03014;0,84879;70;0,75726;0,11348;0,03418
68;Libya;Middle East and North Africa;5,525;5,88958;0,84291;62;0,70753;0,18146;0,19946
26;Singapore;Southeast Asia;6,572;9,04591;0,84058;75;0,83531;0,41281;1
75;Hungary;Central and Eastern Europe;5,324;6,87425;0,83395;67;0,26717;0,09355;0,07891
97;Bhutan;South Asia;5,011;4,73291;0,83208;62;0,76193;0,56565;0,37342
69;Turkey;Middle East and North Africa;5,5;6,40526;0,83061;66;0,45688;0,05571;0,21467
41;Bahrain;Middle East and North Africa;6,087;7,95617;0,82151;66;0,81542;0,20603;0,5536
43;Nicaragua;Latin America and Caribbean;6,071;3,94116;0,79923;66;0,67991;0,35996;0,28147
37;Saudi Arabia;Middle East and North Africa;6,344;8,1818;0,79889;64;0,68325;0,17614;0,5889
44;Ecuador;Latin America and Caribbean;6,008;5,34979;0,79858;67;0,69153;0,17912;0,30181
42;Malaysia;Southeast Asia;6,084;6,90207;0,79763;65;0,61111;0,4971;0,14129
20;Chile;Latin America and Caribbean;6,652;6,69664;0,79725;71;0,57257;0,38978;0,17723
127;Mali;Sub-Saharan Africa;4,19;2,54538;0,79566;52;0,4658;0,21878;0,22608
94;Vietnam;Southeast Asia;5,074;4,21511;0,79319;66;0,86754;0,28037;0,18874
81;Indonesia;Southeast Asia;5,262;5,32156;0,7913;62;0,67349;0,72989;0,03299
35;Qatar;Middle East and North Africa;6,375;10;0,79121;68;0,91779;0,39432;0,94614
123;Mauritania;Middle East and North Africa;4,292;3,46627;0,7898;56;0,14599;0,24087;0,29497
96;Tajikistan;Commonwealth of Independent States;5,041;2,80481;0,78945;63;0,7164;0,29711;0,31526
21;United Arab Emirates;Middle East and North Africa;6,648;8,69346;0,78631;68;0,92419;0,43068;0,69887
71;Hong Kong S.A.R. of China;East Asia;5,472;8,29433;0,78406;75;0,74587;0,44682;0,63306
120;Sri Lanka;South Asia;4,44;5,39806;0,78232;65;0,85259;0,5857;0,15863
39;Kuwait;Middle East and North Africa;6,105;8,72879;0,78214;66;0,75403;0,2724;0,4634
73;Serbia;Central and Eastern Europe;5,395;5,71594;0,78121;66;0,31708;0,26266;0,0881
29;Guatemala;Latin America and Caribbean;6,454;4,6612;0,77959;63;0,80716;0,33826;0,16632
72;Philippines;Southeast Asia;5,43;4,58475;0,77855;61;0,88905;0,2309;0,21394
56;Moldova;Central and Eastern Europe;5,838;3,89611;0,77725;64;0,36571;0,24912;0,02173
87;Greece;;5,227;6,89283;0,76955;71;0,14543;0;0,09324
74;Jordan;Middle East and North Africa;5,336;5,29736;0,76935;65;0,63566;0,20544;0,25803
83;Montenegro;Central and Eastern Europe;5,237;5,99289;0,7689;67;0,29622;0,23615;0,1899
126;Congo (Kinshasa);Sub-Saharan Africa;4,28;0,49232;0,7631;53;0,35847;0,29407;0,12974
58;Bolivia;Latin America and Caribbean;5,823;4,45677;0,76222;61;0,84882;0,26914;0,13025
142;Botswana;Sub-Saharan Africa;3,766;5,99805;0,75846;57;0,76749;0,11854;0,21232
63;Peru;Latin America and Caribbean;5,715;5,5337;0,75673;66;0,68364;0,15132;0,10133
95;Nigeria;Sub-Saharan Africa;5,074;4,18949;0,75487;49;0,60001;0,27557;0,05626
130;Sudan;Western Europe;4,139;3,52538;0,75377;56;0,02278;0,21754;0,19351
25;Mexico;Latin America and Caribbean;6,578;6,16423;0,75182;68;0,62701;0,14437;0,28596
64;Mauritius;Sub-Saharan Africa;5,629;6,3578;0,75101;66;0,74629;0,43067;0,09085
92;Macedonia;Central and Eastern Europe;5,175;5,6906;0,74998;66;0,49511;0,30279;0,12982
139;Lesotho;Sub-Saharan Africa;3,808;2,78507;0,73893;47;0,59349;0,18793;0,2565
61;North Cyprus;Middle East and North Africa;5,81;7,19979;0,73657;71;0,71584;0,3184;0,33459
45;El Salvador;Latin America and Caribbean;6,003;4,86317;0,73398;65;0,65697;0,09338;0,1938
115;Senegal;Sub-Saharan Africa;4,535;2,5621;0,73247;59;0,57413;0,21892;0,24867
99;Nepal;South Asia;4,962;2,56483;0,73221;62;0,66891;0,47024;0,15717
79;China;East Asia;5,273;5,77927;0,72076;69;0,71825;0,03437;0,04909
103;Palestinian Territories;Middle East and North Africa;4,775;3,82864;0,71754;64;0,38695;0,13623;0,19229
118;Gabon;Sub-Saharan Africa;4,465;6,40492;0,71752;58;0,47448;0,05225;0,16379
85;Azerbaijan;Commonwealth of Independent States;5,234;6,16647;0,71552;63;0,60487;0,05402;0,3898
57;Romania;Central and Eastern Europe;5,825;6,50901;0,71409;67;0,69427;0,15932;0,00945
53;Argelia;Middle East and North Africa;5,872;5,83646;0,71168;65;0,35448;0,08285;0,31465
91;Honduras;Latin America and Caribbean;5,181;3,90521;0,71027;64;0,5288;0,28182;0,15797
78;Kosovo;Central and Eastern Europe;5,279;5,08607;0,70649;63;0,39542;0,38175;0,12378
65;Cyprus;Western Europe;5,621;7,24804;0,70246;72;0,53948;0,32366;0,08882
133;Uganda;Sub-Saharan Africa;4,081;2,0389;0,70151;54;0,67328;0,38871;0,12291
88;Lebanon;Middle East and North Africa;5,225;5,74624;0,70138;69;0,43831;0,31555;0,0808
55;South Korea;East Asia;5,838;7,49254;0,70054;73;0,39183;0,24661;0,13629
114;Myanmar;Southeast Asia;4,545;1,96235;0,69741;59;0,78161;1;0,40666
140;Angola;Sub-Saharan Africa;3,795;4,58865;0,68573;49;0;0,11685;0,15016
111;Namibia;Sub-Saharan Africa;4,574;5,15529;0,68204;57;0,79044;0,09204;0,20061
138;Zimbabwe;Sub-Saharan Africa;3,875;2,00905;0,67249;53;0,51103;0,22569;0,20541
50;Belize;Latin America and Caribbean;5,956;4,8535;0,67145;60;0,83177;0,28639;0,20801
90;Bosnia and Herzegovina;Central and Eastern Europe;5,182;5,25138;0,66395;68;0,31053;0,39241;0
112;Kenya;Sub-Saharan Africa;4,553;2,99599;0,66309;56;0,68783;0,53081;0,13922
134;Burkina Faso;Sub-Saharan Africa;4,032;1,87211;0,64777;54;0,49277;0,29933;0,25916
153;Tanzania;Sub-Saharan Africa;3,349;2,73223;0,64697;58;0,59251;0,4227;0,14222
121;Armenia;Commonwealth of Independent States;4,376;4,81405;0,62554;66;0,30126;0,09962;0,05745
129;Cambodia;Southeast Asia;4,168;3,21668;0,62477;60;0,96221;0,46049;0,14668
116;Zambia;Sub-Saharan Africa;4,514;3,40185;0,62288;55;0,70126;0,2978;0,16845
104;Egypt;Middle East and North Africa;4,735;5,29036;0,61933;62;0,42858;0,15348;0,24635
135;Niger;Sub-Saharan Africa;4,028;0,86556;0,61657;55;0,55246;0,27286;0,29845
106;Sierra Leone;Sub-Saharan Africa;4,709;1,96936;0,61105;47;0,48416;0,34966;0,15312
117;Iraq;Middle East and North Africa;4,497;5,89443;0,60762;62;0,43837;0,23821;0,23092
77;Croatia;Central and Eastern Europe;5,293;6,53506;0,60102;68;0,38856;0,29592;0,09283
137;Chad;Sub-Saharan Africa;3,936;2,34136;0,59225;48;0,24663;0,25787;0,1154
107;Cameroon;Sub-Saharan Africa;4,695;3,01644;0,58738;51;0,65384;0,28195;0,1105
151;Rwanda;Sub-Saharan Africa;3,471;1,9711;0,58719;57;0,88393;0,30159;0,98043
146;Yemen;Middle East and North Africa;3,593;3,16279;0,58078;56;0,37898;0,12424;0,12226
144;Madagascar;Sub-Saharan Africa;3,644;1,63467;0,56689;58;0,28742;0,24906;0,1448
128;Ivory Coast;Sub-Saharan Africa;4,18;3,22354;0,56177;49;0,68015;0,24012;0,28012
131;Ghana;Sub-Saharan Africa;4,12;3,56659;0,54246;56;0,64265;0,30656;0,05457
148;Liberia;Sub-Saharan Africa;3,533;0,63633;0,5415;54;0,50571;0,31805;0,08388
113;Mozambique;Sub-Saharan Africa;4,55;1,25246;0,54062;50;0,73041;0,38449;0,38646
102;Tunisia;Middle East and North Africa;4,805;5,38424;0,53916;65;0,44008;0,05929;0,18678
119;Ethiopia;Sub-Saharan Africa;4,46;1,81334;0,53687;58;0,62111;0,37306;0,35635
124;Congo (Brazzaville);Sub-Saharan Africa;4,291;4,32424;0,51661;56;0,66088;0,1442;0,17148
109;Albania;Central and Eastern Europe;4,644;5,32505;0,49901;68;0,57957;0,24021;0,08586
149;Guinea;Sub-Saharan Africa;3,507;1,30722;0,49128;53;0,52957;0,31598;0,23893
84;Morocco;Middle East and North Africa;5,235;4,69388;0,48111;65;0,62007;0,03843;0,18902
122;India;South Asia;4,315;4,23474;0,46839;60;0,714;0,27627;0,19863
110;Bangladesh;South Asia;4,608;3,13606;0,45644;63;0,72671;0,20554;0,26646
93;Somalia;Sub-Saharan Africa;5,151;0,12104;0,44776;51;0,91474;0,34798;0,60824
108;Iran;Middle East and North Africa;4,692;6,18396;0,4418;66;0,37877;0,46206;0,10502
80;Pakistan;South Asia;5,269;3,88549;0,41767;59;0,35733;0,37639;0,26781
145;Haiti;Latin America and Caribbean;3,603;1,97037;0,39765;55;0,04614;0,58372;0,2151
154;Burundi;Sub-Saharan Africa;2,905;0,48976;0,39104;52;0,091;0,24393;0,18123
147;South Sudan;Sub-Saharan Africa;3,591;2,12345;0,37336;52;0,22341;0,34087;0,25154
141;Afghanistan;South Asia;3,794;2,14606;0,36108;53;0,16131;0,37213;0,13172
125;Georgia;Commonwealth of Independent States;4,286;5,08141;0,35429;66;0,47005;0,06444;0,54203
136;Malawi;Sub-Saharan Africa;3,97;1,24784;0,31825;56;0,70933;0,34265;0,1566
143;Benin;Sub-Saharan Africa;3,657;2,30433;0,27028;53;0,64712;0,24813;0,13123
150;Togo;Sub-Saharan Africa;3,495;1,63273;0,26815;54;0,57794;0,23494;0,20604
152;Syria;Middle East and North Africa;3,462;4,1542;0,24594;62;0,12387;0,58904;0,32596
155;Central African Republic;Sub-Saharan Africa;2,693;0;0;48;0,41146;0,33514;0,12183
