Ranking;Country;Regional indicator;Happiness score;GDP per capita;Social support;Healthy life expectancy;Freedom to make life choices;Generosity;Perceptions of corruption
15;Canada;North America and ANZ;7,0251;8,53832;0,89988;80;0,89034;0,46367;0,62745
130;Chad;Sub-Saharan Africa;4,2508;2,99429;0,38358;63;0,24362;0,38808;0,13112
44;Chile;Latin America and Caribbean;6,1718;7,47425;0,81804;79;0,62162;0,2643;0,11689
72;China;East Asia;5,5853;6,82742;0,72609;77;0,88709;0,21219;0,24242
66;Colombia;Latin America and Caribbean;5,7806;6,57073;0,70354;78;0,73647;0,18617;0,13074
116;Comoros;Sub-Saharan Africa;4,6086;4,07074;0,36074;69;0,2504;0,41567;0,21357
99;Congo;Sub-Saharan Africa;5,0752;4,30155;0,30696;67;0,58221;0,27791;0,24819
23;Costa Rica;Latin America and Caribbean;6,582;7,17062;0,79887;79;0,89372;0,19015;0,17451
47;Croatia;Central and Eastern Europe;6,1252;7,71867;0,89648;78;0,72241;0,23325;0
41;Cyprus;Sub-Saharan Africa;6,2209;8,21521;0,68892;81;0,60557;0,26356;0,10528
18;Czechia;Central and Eastern Europe;6,9198;8,21499;0,95467;78;0,89237;0,33864;0,08215
2;Denmark;Western Europe;7,6362;8,83769;0,94149;80;0,97146;0,40097;0,9067
69;Dominican Republic;Latin America and Caribbean;5,7372;6,95908;0,75982;74;0,81898;0,17961;0,30446
76;Ecuador;Latin America and Caribbean;5,5333;6,11796;0,66607;78;0,7631;0,17165;0,14163
129;Egypt;Middle East and North Africa;4,2877;6,28287;0,55484;73;0,63373;0,08688;0,43349
49;El Salvador;Latin America and Caribbean;6,12;5,72506;0,58176;75;0,89984;0,18951;0,36099
36;Estonia;Western Europe;6,3408;8,11754;0,93364;78;0,93145;0,26272;0,56726
125;Eswatini;Sub-Saharan Africa;4,3961;5,76459;0,59569;62;0,35032;0,08044;0,26259
131;Ethiopia;Sub-Saharan Africa;4,2415;3,56684;0,61291;70;0,63841;0,43725;0,23146
1;Finland;Western Europe;7,821;8,56175;0,95317;80;0,99399;0,23237;0,90939
20;France;Western Europe;6,6867;8,43077;0,92324;81;0,76644;0,14938;0,45266
106;Gabon;Sub-Saharan Africa;4,9583;6,60452;0,5589;68;0,46375;0,06897;0,16805
93;Gambia;Sub-Saharan Africa;5,1636;3,55224;0,47015;67;0,49644;0,82926;0,17472
105;Georgia;Commonwealth of Independent States;4,9732;6,64092;0,46345;74;0,68636;0;0,35489
14;Germany;Western Europe;7,0341;8,70708;0,82395;80;0,79064;0,34739;0,60939
111;Ghana;Sub-Saharan Africa;4,872;5,03084;0,45075;68;0,67498;0,49054;0,09471
58;Greece;Middle East and North Africa;5,9482;7,70827;0,74276;80;0,33669;0,03189;0,18461
39;Guatemala;Latin America and Caribbean;6,2622;5,76466;0,62965;72;0,89476;0,23985;0,19561
109;Guinea;Sub-Saharan Africa;4,8905;3,83884;0,42911;64;0,45107;0,45685;0,19699
55;Honduras;Latin America and Caribbean;6,0221;5,02979;0,6705;73;0,78665;0,43168;0,13034
81;Hong Kong;East Asia;5,4248;8,85912;0,72298;85;0,54097;0,31356;0,65224
51;Hungary;Central and Eastern Europe;6,0859;7,91093;0,93384;76;0,65489;0,16603;0,10886
3;Iceland;Western Europe;7,5575;8,76134;1;80;0,97048;0,57619;0,32583
136;India;South Asia;3,7771;5,28205;0,28451;70;0,87446;0,42292;0,21014
87;Indonesia;Southeast Asia;5,2396;6,25498;0,66891;72;0,83815;1;0,08059
110;Iran;Middle East and North Africa;4,8879;6,38063;0,56114;76;0,38018;0,51501;0,2495
107;Iraq;Middle East and North Africa;4,9409;5,83318;0,51697;73;0,44382;0,31357;0,07829
13;Ireland;Western Europe;7,0408;9,63627;0,88309;80;0,84692;0,40537;0,69472
9;Israel;Middle East and North Africa;7,3638;8,26439;0,92506;81;0,76704;0,3309;0,24303
31;Italy;Western Europe;6,4667;8,30189;0,79682;80;0,5574;0,18239;0,10098
88;Ivory Coast;Sub-Saharan Africa;5,2346;4,95177;0,33518;66;0,60954;0,31823;0,2108
63;Jamaica;Latin America and Caribbean;5,8496;5,86501;0,79157;76;0,76602;0,17028;0,08977
54;Japan;East Asia;6,0389;8,3032;0,82532;82;0,72502;0,01532;0,37182
134;Jordan;Middle East and North Africa;4,1521;5,99044;0,54861;77;0,64298;0,12369;0,34136
40;Kazakhstan;Commonwealth of Independent States;6,2341;7,54949;0,92443;75;0,78852;0,28593;0,26778
119;Kenya;Sub-Saharan Africa;4,543;4,66892;0,45842;68;0,59452;0,68762;0,13999
32;Kosovo;Central and Eastern Europe;6,4551;6,16511;0,71924;73;0,80922;0,66076;0,05966
50;Kuwait;Middle East and North Africa;6,1061;8,61713;0,74496;79;0,83419;0,18583;0,24989
64;Kyrgyzstan;Commonwealth of Independent States;5,8285;4,83649;0,84056;75;0,93652;0,44485;0,04223
95;Laos;East Asia;5,1403;5,60693;0,49568;71;0,9176;0,42001;0,31355
42;Latvia;Western Europe;6,1804;7,83741;0,92495;75;0,67845;0,16089;0,1542
145;Lebanon;Middle East and North Africa;2,9553;6,30068;0,3773;75;0,13891;0,17565;0,05753
141;Lesotho;Sub-Saharan Africa;3,5118;3,79591;0,64243;56;0,56585;0,16256;0,03136
97;Liberia;Sub-Saharan Africa;5,1215;2,87687;0,50761;65;0,54778;0,38012;0,13557
86;Libya;Middle East and North Africa;5,3302;6,67955;0,71413;74;0,64394;0,22644;0,30577
34;Lithuania;Western Europe;6,4456;8,16481;0,91192;76;0,66978;0,11378;0,13111
6;Luxembourg;Western Europe;7,404;10;0,8747;80;0,94553;0,25688;0,66139
128;Madagascar;Sub-Saharan Africa;4,3391;3,03401;0,48834;68;0,27303;0,30553;0,26161
138;Malawi;Sub-Saharan Africa;3,7504;2,93212;0,2116;68;0,64448;0,29961;0,26761
70;Malaysia;Southeast Asia;5,7113;7,64581;0,71039;75;0,88411;0,45554;0,21412
123;Mali;Sub-Saharan Africa;4,479;3,58285;0,36603;65;0,47266;0,27444;0,07204
33;Malta;Western Europe;6,4469;8,32028;0,88561;80;0,91775;0,37249;0,28261
133;Mauritania;Middle East and North Africa;4,1526;4,97958;0,65526;70;0,4107;0,18884;0,23596
52;Mauritius;Sub-Saharan Africa;6,0711;7,20156;0,84581;73;0,79651;0,27965;0,18227
46;Mexico;Latin America and Caribbean;6,1276;7,0224;0,67101;75;0,83965;0,19635;0,19636
62;Moldova;Central and Eastern Europe;5,8568;6,41518;0,76404;74;0,75835;0,21864;0,04855
68;Mongolia;East Asia;5,7607;6,30479;0,90722;70;0,53758;0,52816;0,10095
75;Montenegro;Central and Eastern Europe;5,5468;7,1212;0,77533;76;0,6219;0,28808;0,13123
100;Morocco;Middle East and North Africa;5,0599;5,46755;0,20288;73;0,66525;0,0431;0,17332
101;Mozambique;Sub-Saharan Africa;5,0483;2,6174;0,49979;62;0,8013;0,39563;0,34028
126;Myanmar;Southeast Asia;4,3942;4,70037;0,62808;71;0,69315;0,9663;0,33024
124;Namibia;Sub-Saharan Africa;4,4594;5,84951;0,66457;67;0,51878;0,14257;0,12072
84;Nepal;South Asia;5,3765;4,45594;0,5938;71;0,70065;0,50597;0,2212
5;Netherlands;Western Europe;7,4149;8,8014;0,91358;80;0,87925;0,57932;0,71415
10;New Zealand;North America and ANZ;7,1998;8,38257;0,93539;79;0,91854;0,52286;0,82307
45;Nicaragua;Latin America and Caribbean;6,1646;5,00014;0,77965;75;0,8334;0,35862;0,36102
104;Niger;Sub-Saharan Africa;5,0035;2,57932;0,42432;66;0,77202;0,35183;0,24677
118;Nigeria;Sub-Saharan Africa;4,552;4,88582;0,5547;65;0,60046;0,37306;0,06395
89;North Macedonia;Central and Eastern Europe;5,199;6,81012;0,65355;75;0,65875;0,45974;0,05283
8;Norway;Western Europe;7,3651;9,03954;0,93873;80;0,98326;0,46298;0,80773
121;Pakistan;South Asia;4,5158;4,74669;0,31258;67;0,60506;0,38691;0,19033
122;Palestinian Territories;Middle East and North Africa;4,4825;5,19565;0,72522;72;0,45454;0,15634;0,13538
37;Panama;Latin America and Caribbean;6,3091;7,76178;0,83838;78;0,80043;0,10441;0,0874
73;Paraguay;Latin America and Caribbean;5,5783;6,37543;0,85633;75;0,84979;0,36596;0,10116
74;Peru;Latin America and Caribbean;5,5591;6,32524;0,65505;78;0,7368;0,19147;0,06305
60;Philippines;Southeast Asia;5,9036;5,73773;0,69088;72;0,91683;0,22929;0,24142
48;Poland;Central and Eastern Europe;6,1228;7,95468;0,88914;78;0,70671;0,26538;0,23877
56;Portugal;Western Europe;6,0163;7,96549;0,81707;80;0,88467;0,0349;0,06674
28;Romania;Central and Eastern Europe;6,477;7,77992;0,76229;76;0,81787;0,08393;0,01047
80;Russia;Commonwealth of Independent States;5,4586;7,62519;0,82975;74;0,54241;0,25053;0,13602
143;Rwanda;Sub-Saharan Africa;3,2682;3,55415;0,10054;70;0,83979;0,39891;0,92742
25;Saudi Arabia;Middle East and North Africa;6,5228;8,46181;0,82739;74;0,8794;0,16759;0,30737
103;Senegal;Sub-Saharan Africa;5,0461;4,2216;0,40137;70;0,66712;0,30647;0,13746
43;Serbia;Central and Eastern Europe;6,178;7,01436;0,82245;76;0,73761;0,46725;0,15064
140;Sierra Leone;Sub-Saharan Africa;3,574;3,10358;0,31521;64;0,52298;0,43229;0,09287
27;Singapore;Southeast Asia;6,4802;9,7249;0,85415;82;0,90749;0,3477;1
35;Slovakia;Central and Eastern Europe;6,3907;7,85947;0,93319;78;0,64679;0,2518;0,04181
22;Slovenia;Central and Eastern Europe;6,6301;8,19057;0,94632;79;0,92499;0,25178;0,19555
91;South Africa;Sub-Saharan Africa;5,1939;6,4495;0,82447;67;0,59743;0,18991;0,07846
59;South Korea;East Asia;5,9351;8,37826;0,67108;82;0,55924;0,23723;0,30003
29;Spain;Western Europe;6,4763;8,18361;0,9175;81;0,68232;0,21683;0,25393
127;Sri Lanka;South Asia;4,3622;6,40665;0,70733;76;0,71472;0,31997;0,13388
7;Sweden;Western Europe;7,3843;8,69133;0,91221;80;0,97793;0,46574;0,87289
4;Switzerland;Western Europe;7,5116;9,16979;0,9289;81;0,91475;0,31377;0,78559
26;Taiwan Province of China;East Asia;6,5125;8,58555;0,82975;78;0,73273;0,16035;0,28669
83;Tajikistan;Commonwealth of Independent States;5,3771;4,37416;0,76155;72;0,77231;0,25127;0,51789
139;Tanzania;Sub-Saharan Africa;3,7024;3,84022;0,45232;69;0,78075;0,53076;0,46087
61;Thailand;Southeast Asia;5,8912;6,94772;0,83005;77;0,83327;0,686;0,04437
135;Togo;Sub-Saharan Africa;4,1123;3,49012;0,24358;67;0,39427;0,37273;0,22565
120;Tunisia;Middle East and North Africa;4,516;6,10961;0,45179;76;0,42687;0,06175;0,04965
112;Turkey;Middle East and North Africa;4,7442;7,72532;0,65551;77;0,2825;0,18641;0,1959
78;Turkmenistan;Commonwealth of Independent States;5,4743;6,71819;0,99927;72;0,87696;0,67169;0,05386
117;Uganda;Sub-Saharan Africa;4,6026;3,51766;0,66312;69;0,54361;0,47437;0,11295
98;Ukraine;Commonwealth of Independent States;5,0841;6,3877;0,81866;74;0,63917;0,40253;0,02865
24;United Arab Emirates;Middle East and North Africa;6,576;9,04366;0,74215;75;0,94864;0,43534;0,42677
17;United Kingdom;Western Europe;6,9425;8,45109;0,86604;79;0,8061;0,61778;0,56096
16;United States;North America and ANZ;6,9768;8,97234;0,89524;75;0,776;0,47025;0,30113
30;Uruguay;Latin America and Caribbean;6,4736;7,30759;0,89371;76;0,89858;0,2193;0,452
53;Uzbekistan;Commonwealth of Independent States;6,0627;5,51801;0,82699;74;0,96707;0,60507;0,4097
108;Venezuela;Latin America and Caribbean;4,9255;0;0,7333;74;0,38197;0,48141;0,13911
77;Vietnam;Southeast Asia;5,485;5,66806;0,70576;75;0,95532;0,30553;0,1795
132;Yemen;Middle East and North Africa;4,1969;3,12954;0,78989;68;0,44537;0,19317;0,1668
137;Zambia;Sub-Saharan Africa;3,7598;4,21012;0,43733;65;0,70982;0,43336;0,14128
144;Zimbabwe;Sub-Saharan Africa;2,9951;4,28445;0,52311;64;0,44485;0,2271;0,17883
